,latitude,longitude,power,datetime
19596191,-29.937,115.029,139.2,2020-12-18 02:34:18
19596194,-29.944,115.006,107.2,2020-12-18 02:34:18
19596195,-29.945,115.016,555.2,2020-12-18 02:34:18
19596196,-29.947,115.027,198.1,2020-12-18 02:34:18
19596199,-29.965,115.024,104.3,2020-12-18 02:34:18
19596200,-29.972,115.011,122.7,2020-12-18 02:34:18
19597665,-26.844,148.2675,124.1,2020-12-19 03:00:25
19597668,-26.8382,148.2699,146.2,2020-12-19 03:00:25
19597741,-22.2452,149.4308,117.2,2020-12-19 03:00:25
19597742,-22.2459,149.4229,136.5,2020-12-19 03:00:25
19597744,-22.2343,149.429,161.4,2020-12-19 03:00:25
19598198,-20.6184,148.2585,101.6,2020-12-19 03:51:37
19598402,-26.7044,149.8891,141.2,2020-12-28 02:40:54
19598553,-32.4035,152.4756,123.4,2021-01-16 04:13:44
19598622,-26.7039,149.9084,131.7,2020-12-28 03:30:41
19598624,-26.6998,149.9122,131.7,2020-12-28 03:30:41
19598763,-22.2449,149.4254,169.1,2020-12-19 03:51:37
19598766,-22.2379,149.4241,114.5,2020-12-19 03:51:37
19598778,-20.6175,148.2561,148.3,2020-12-19 03:51:37
19599736,-26.7039,149.9084,131.7,2020-12-28 03:30:41
19599738,-26.6998,149.9122,131.7,2020-12-28 03:30:41
19600888,-26.7046,149.9097,137.3,2020-12-28 04:21:54
19600889,-26.7062,149.9026,153.1,2020-12-28 04:21:54
19600954,-23.6326,149.8114,348.6,2021-01-15 02:54:30
19600955,-23.6334,149.802,292.1,2021-01-15 02:54:30
19602569,-21.948,140.49,493.3,2021-02-01 00:22:24
19602571,-21.951,140.483,311.0,2021-02-01 00:22:25
19602572,-21.957,140.508,186.1,2021-02-01 00:22:25
19602579,-35.3587,146.8369,308.1,2021-01-15 03:41:26
19602580,-35.3602,146.8413,383.0,2021-01-15 03:41:26
19602636,-23.6403,149.8118,132.1,2021-01-15 03:45:43
19602637,-23.6415,149.8042,124.2,2021-01-15 03:45:43
19602639,-23.6336,149.8106,314.4,2021-01-15 03:45:43
19602640,-23.6348,149.8029,257.7,2021-01-15 03:45:43
19602641,-23.6269,149.8093,102.7,2021-01-15 03:45:43
19602642,-23.6281,149.8016,186.3,2021-01-15 03:45:43
19602682,-32.193,121.251,238.4,2020-12-31 06:21:38
19602685,-32.195,121.244,173.9,2020-12-31 06:21:38
19602689,-27.42,120.112,135.2,2020-12-31 06:23:00
19602892,-35.3603,146.8401,154.1,2021-01-15 03:41:26
19602894,-35.3565,146.8394,154.1,2021-01-15 03:41:26
19602895,-35.3624,146.8388,127.4,2021-01-15 03:41:26
19602896,-35.3586,146.8381,127.4,2021-01-15 03:41:26
19602897,-35.358,146.8438,127.4,2021-01-15 03:41:26
19603049,-23.6362,149.8051,131.0,2021-01-15 03:45:43
19603052,-23.6328,149.8045,131.0,2021-01-15 03:45:43
19603054,-23.6295,149.8039,189.7,2021-01-15 03:45:43
19603055,-23.6288,149.8077,105.7,2021-01-15 03:45:43
19603159,-18.97,145.0414,194.6,2021-01-15 03:47:07
19603188,-32.2229,115.9008,101.0,2021-01-16 05:04:56
19603189,-32.2232,115.8943,231.2,2021-01-16 05:04:56
19603190,-32.2226,115.9073,101.0,2021-01-16 05:04:56
19603192,-32.2234,115.8877,231.2,2021-01-16 05:04:56
19603193,-32.2249,115.9016,215.8,2021-01-16 05:04:56
19603194,-32.2252,115.895,215.8,2021-01-16 05:04:56
19603195,-32.2255,115.8885,115.8,2021-01-16 05:04:56
19603196,-32.2258,115.8819,115.8,2021-01-16 05:04:56
19603197,-32.2189,115.8882,115.8,2021-01-16 05:04:56
19603256,-23.571,146.311,119.8,2021-01-15 03:52:20
19603258,-23.631,149.801,272.6,2021-01-15 03:52:20
19603259,-23.631,149.811,326.4,2021-01-15 03:52:20
19603260,-23.641,149.801,123.0,2021-01-15 03:52:20
19603261,-23.641,149.811,164.8,2021-01-15 03:52:20
19603297,-32.2195,115.9039,199.7,2021-01-16 05:04:56
19603298,-32.22,115.8908,460.8,2021-01-16 05:04:56
19603300,-32.2218,115.8981,433.5,2021-01-16 05:04:56
19603301,-32.2223,115.885,349.1,2021-01-16 05:04:56
19603350,-31.83,148.0242,154.7,2021-01-15 04:32:39
19603351,-31.8284,148.0309,270.0,2021-01-15 04:32:39
19603352,-31.8235,148.0293,101.4,2021-01-15 04:32:39
19603731,-23.631,149.8116,182.4,2021-01-15 04:34:05
19603765,-29.73,115.1,113.0,2020-12-24 01:57:35
19604305,-16.0287,145.0633,113.5,2020-12-24 03:59:26
19604342,-18.2648,144.8519,229.1,2020-12-24 03:59:26
19604355,-17.2502,144.7438,123.1,2020-12-24 03:59:26
19604370,-16.0301,145.0655,111.2,2020-12-24 03:59:26
19604378,-12.9705,143.4966,120.0,2020-12-24 04:00:51
19605154,-31.8829,123.6506,165.9,2021-01-16 05:54:44
19605174,-32.2271,115.8978,454.4,2021-01-16 05:56:09
19605177,-32.2203,115.8965,224.8,2021-01-16 05:56:09
19605178,-32.2214,115.888,350.1,2021-01-16 05:56:09
19606452,-32.4142,137.8472,100.0,2020-12-29 04:51:20
19606568,-31.8301,148.035,269.0,2021-01-15 04:32:39
19606569,-31.8332,148.0216,153.8,2021-01-15 04:32:39
19606570,-31.8202,148.0318,101.5,2021-01-15 04:32:39
19606584,-26.0008,149.5864,122.8,2021-01-15 04:34:05
19606596,-23.6431,149.8052,148.2,2021-01-15 04:34:05
19606597,-23.627,149.8138,182.3,2021-01-15 04:34:05
19606598,-23.63,149.8017,253.0,2021-01-15 04:34:05
19606649,-23.6318,149.8057,392.8,2021-01-15 04:34:05
19606651,-23.5645,146.3098,117.6,2021-01-15 04:35:30
19606695,-18.6961,126.4457,128.0,2021-01-15 04:36:56
19606812,-31.911,116.676,628.1,2021-01-15 05:38:54
19606813,-31.913,116.652,275.2,2021-01-15 05:38:54
19606814,-31.898,116.674,282.5,2021-01-15 05:38:54
19606815,-31.9,116.651,226.6,2021-01-15 05:38:54
19606817,-31.914,116.669,209.7,2021-01-15 05:38:54
19606820,-31.9,116.668,844.4,2021-01-15 05:38:54
19606821,-31.903,116.644,121.5,2021-01-15 05:38:54
19606961,-32.3986,116.5953,272.3,2020-12-29 05:42:33
19607794,-31.901,116.661,257.9,2021-01-15 05:30:54
19607795,-31.901,116.671,257.7,2021-01-15 05:30:54
19607940,-31.8885,116.6458,125.3,2021-01-15 06:15:03
19607941,-31.8895,116.6408,125.3,2021-01-15 06:15:03
19608709,-20.4909,134.8159,158.8,2020-11-09 03:53:10
19609007,-30.16,152.73,133.9,2020-11-11 00:29:19
19609008,-30.16,152.74,133.9,2020-11-11 00:29:19
19609009,-30.16,152.75,141.4,2020-11-11 00:29:19
19609012,-30.17,152.73,133.9,2020-11-11 00:29:19
19609013,-30.17,152.74,141.4,2020-11-11 00:29:19
19609014,-30.17,152.75,141.4,2020-11-11 00:29:19
19609137,-12.73,142.87,131.2,2020-11-11 00:29:19
19609177,-15.09,144.95,131.3,2020-11-11 00:29:19
19609527,-31.8996,116.6614,109.6,2021-01-15 07:04:52
19612701,-30.164,152.744,655.2,2020-11-11 00:36:57
19612702,-30.164,152.737,618.8,2020-11-11 00:36:57
19612703,-30.166,152.769,116.1,2020-11-11 00:36:57
19612711,-12.274,142.9,107.8,2020-11-11 00:32:28
19612736,-12.729,142.868,255.2,2020-11-11 00:32:36
19612744,-14.362,142.296,156.3,2020-11-11 00:33:04
19612814,-12.64,142.84,173.6,2020-11-09 00:40:02
19612819,-12.65,142.87,121.6,2020-11-09 00:40:02
19612832,-12.69,142.83,274.4,2020-11-09 00:40:02
19612836,-12.7,142.84,127.9,2020-11-09 00:40:02
19612858,-15.99,141.78,108.7,2020-11-09 00:40:02
19612939,-15.093,144.954,148.9,2020-11-11 00:33:08
19613143,-31.7833,116.325,128.2,2021-02-01 05:05:10
19613148,-31.7802,116.3218,126.1,2021-02-01 05:05:10
19613182,-8.1196,114.0546,163.6,2021-02-01 06:02:04
19613189,-31.7834,116.3119,142.4,2021-02-01 05:56:22
19613190,-31.7846,116.3036,192.1,2021-02-01 05:56:22
19613463,-15.122,144.886,101.9,2020-11-11 00:33:09
19613489,-15.154,144.874,101.9,2020-11-11 00:33:10
19613863,-25.666,150.741,170.2,2020-11-11 00:35:46
19614053,-16.291,137.433,186.6,2020-11-11 00:33:48
19614054,-16.306,137.43,258.9,2020-11-11 00:33:49
19614055,-16.3,137.426,336.3,2020-11-11 00:33:49
19614191,-2.574,121.385,149.8,2020-11-09 02:20:52
19614235,-15.592,124.762,168.6,2020-11-09 02:24:14
19614245,-17.793,124.781,128.7,2020-11-09 02:24:50
19614251,-29.033,127.795,185.1,2020-11-09 02:27:50
19614253,-29.033,127.788,142.8,2020-11-09 02:27:50
19614256,-29.978,124.63,318.5,2020-11-09 02:28:09
19614366,-2.574,121.385,149.8,2020-11-09 02:20:52
19614410,-15.592,124.762,168.6,2020-11-09 02:24:14
19614420,-17.793,124.781,128.7,2020-11-09 02:24:49
19614426,-29.033,127.795,185.1,2020-11-09 02:27:49
19614428,-29.033,127.788,142.8,2020-11-09 02:27:50
19614431,-29.978,124.63,318.5,2020-11-09 02:28:09
19614825,-25.8074,151.4702,165.9,2020-11-09 03:50:19
19614826,-25.8037,151.4694,165.9,2020-11-09 03:50:19
19614837,-25.8063,151.4666,199.8,2020-11-09 03:50:19
19614839,-25.8055,151.4713,199.8,2020-11-09 03:50:19
19614842,-27.186,150.392,130.5,2021-01-16 03:05:47
19614844,-27.186,150.388,121.1,2021-01-16 03:05:47
19614845,-25.863,149.605,100.6,2021-01-16 03:06:09
19614920,-23.641,149.778,146.5,2021-01-16 03:06:46
19614921,-23.637,149.817,136.4,2021-01-16 03:06:47
19614922,-23.64,149.773,160.9,2021-01-16 03:06:47
19615310,-28.297,122.261,126.6,2021-01-01 02:45:52
19615319,-28.681,121.848,111.9,2021-01-01 02:45:59
19615320,-28.672,121.842,228.5,2021-01-01 02:46:00
19615324,-30.447,120.1,282.4,2021-01-01 02:46:31
19615325,-30.462,120.099,348.0,2021-01-01 02:46:31
19615327,-30.448,120.095,266.4,2021-01-01 02:46:31
19615328,-30.462,120.093,290.2,2021-01-01 02:46:31
19615330,-32.185,121.251,102.9,2021-01-01 02:46:58
19615460,-25.1445,153.251,207.5,2020-11-09 03:00:32
19615462,-25.1444,153.2534,198.5,2020-11-09 03:00:32
19615489,-25.8119,151.4676,170.1,2020-11-09 03:00:32
19615509,-15.1618,145.2022,193.4,2020-11-09 03:03:24
19615510,-15.1614,145.2041,183.2,2020-11-09 03:03:24
19615689,-22.978,147.4569,100.3,2021-01-16 03:26:46
19615792,-27.2364,148.464,122.9,2020-12-27 02:59:49
19615793,-27.2371,148.4539,140.8,2020-12-27 02:59:49
19615964,-27.245,148.453,152.5,2020-12-27 03:30:26
19615979,-26.5111,151.2722,101.5,2020-11-10 03:31:24
19615985,-26.4964,151.2778,130.6,2020-11-10 03:31:24
19616186,-27.245,148.453,152.5,2020-12-27 03:30:26
19616210,-25.832,151.485,300.6,2020-11-09 03:30:43
19616212,-25.822,151.484,233.2,2020-11-09 03:30:43
19616214,-25.824,151.492,203.8,2020-11-09 03:30:43
19616215,-25.825,151.479,216.8,2020-11-09 03:30:43
19616218,-25.805,151.476,169.7,2020-11-09 03:30:44
19616219,-25.806,151.462,132.5,2020-11-09 03:30:44
19616246,-16.508,142.143,203.0,2020-11-09 03:33:31
19616247,-16.095,141.946,122.1,2020-11-09 03:33:38
19616248,-16.097,141.943,100.0,2020-11-09 03:33:38
19616249,-15.941,141.875,160.8,2020-11-09 03:33:40
19616250,-15.97,141.783,116.4,2020-11-09 03:33:41
19616251,-15.939,141.915,178.9,2020-11-09 03:33:41
19616252,-15.943,141.871,140.9,2020-11-09 03:33:41
19616253,-15.925,141.869,106.2,2020-11-09 03:33:41
19616255,-15.612,142.123,189.7,2020-11-09 03:33:46
19616256,-15.613,142.119,121.4,2020-11-09 03:33:47
19616257,-15.157,145.21,215.9,2020-11-09 03:33:48
19616258,-15.159,145.187,168.1,2020-11-09 03:33:48
19616259,-15.146,145.184,108.4,2020-11-09 03:33:48
19616260,-15.165,145.204,154.9,2020-11-09 03:33:48
19616261,-15.151,145.202,303.8,2020-11-09 03:33:48
19616410,-29.2496,144.8654,149.0,2020-12-30 03:44:04
19616411,-29.2509,144.854,487.5,2020-12-30 03:44:04
19617000,-29.2486,144.8566,489.7,2020-12-30 03:44:04
19617011,-21.7313,145.4505,317.2,2020-12-30 03:45:28
19617012,-21.7278,145.45,135.9,2020-12-30 03:45:28
19617080,-21.3335,124.8,537.5,2020-12-31 05:08:58
19617081,-21.334,124.7958,1272.8,2020-12-31 05:08:58
19617082,-21.3346,124.7917,1272.8,2020-12-31 05:08:58
19617083,-21.3305,124.7953,1187.9,2020-12-31 05:08:58
19617110,-21.33,124.7994,861.9,2020-12-31 05:08:58
19617111,-21.3311,124.7911,1187.9,2020-12-31 05:08:58
19617112,-21.3317,124.787,1497.5,2020-12-31 05:08:58
19617113,-21.3323,124.7828,1497.5,2020-12-31 05:08:58
19617114,-21.3328,124.7787,1068.7,2020-12-31 05:08:58
19617115,-21.3334,124.7745,1068.7,2020-12-31 05:08:58
19617116,-21.3276,124.7906,1187.9,2020-12-31 05:08:58
19617117,-21.3282,124.7865,1497.5,2020-12-31 05:08:58
19617118,-21.3288,124.7823,1497.5,2020-12-31 05:08:58
19617119,-21.3293,124.7781,1068.7,2020-12-31 05:08:58
19617120,-21.3265,124.7989,861.9,2020-12-31 05:08:58
19617121,-21.327,124.7948,1187.9,2020-12-31 05:08:58
19617122,-21.3299,124.774,1068.7,2020-12-31 05:08:58
19617123,-21.3247,124.7859,533.1,2020-12-31 05:08:58
19617124,-21.3235,124.7942,788.3,2020-12-31 05:08:58
19617125,-21.3264,124.7734,357.3,2020-12-31 05:08:58
19617126,-21.3212,124.7854,533.1,2020-12-31 05:08:58
19617127,-21.3217,124.7812,533.1,2020-12-31 05:08:58
19617137,-21.3241,124.7901,788.3,2020-12-31 05:08:58
19617138,-21.3252,124.7818,533.1,2020-12-31 05:08:58
19617139,-21.3258,124.7776,357.3,2020-12-31 05:08:58
19617185,-25.8415,128.0523,204.4,2020-12-27 04:42:15
19617186,-25.8411,128.0535,172.6,2020-12-27 04:42:15
19617220,-32.193,121.251,238.4,2020-12-31 06:21:29
19617223,-32.195,121.244,173.9,2020-12-31 06:21:29
19617227,-27.42,120.112,135.2,2020-12-31 06:22:49
19617231,-31.79,116.326,147.7,2021-02-01 06:21:53
19617232,-31.792,116.314,158.8,2021-02-01 06:21:53
19617234,-31.782,116.312,109.6,2021-02-01 06:21:53
19617235,-31.784,116.299,385.1,2021-02-01 06:21:53
19617236,-31.786,116.287,155.1,2021-02-01 06:21:53
19617240,-31.781,116.301,302.3,2021-02-01 06:16:48
19617241,-31.791,116.291,126.5,2021-02-01 06:16:48
19617243,-31.791,116.311,131.1,2021-02-01 06:16:48
19617244,-31.791,116.321,130.7,2021-02-01 06:16:48
19617245,-31.791,116.331,121.6,2021-02-01 06:16:48
19617250,-36.5869,144.776,121.0,2020-12-30 04:30:59
19617255,-27.4439,149.4105,101.3,2020-12-30 04:33:50
19617285,-32.4035,152.4756,123.4,2021-01-16 04:13:44
19617307,-2.5796,121.3768,110.2,2020-12-27 05:37:42
19617308,-2.5762,121.3785,112.8,2020-12-27 05:37:42
19617315,-20.7102,120.1878,131.7,2020-12-27 05:33:26
19617788,-33.736,120.074,102.3,2021-01-01 05:26:03
19617824,-27.4632,120.1208,584.9,2020-12-30 06:14:50
19617825,-27.4636,120.1236,520.7,2020-12-30 06:14:50
19617826,-27.4661,120.1121,107.0,2020-12-30 06:14:50
19617827,-27.4542,120.1211,138.9,2020-12-30 06:14:50
19617874,-33.723,120.072,280.7,2021-01-01 05:26:03
19617876,-33.71,120.071,131.6,2021-01-01 05:26:03
19617878,-33.724,120.089,132.1,2021-01-01 05:26:04
19617879,-33.726,120.065,146.0,2021-01-01 05:26:04
19617880,-33.713,120.064,233.7,2021-01-01 05:26:04
19617881,-32.188,121.251,164.6,2021-01-01 05:26:27
19617882,-32.19,121.232,153.2,2021-01-01 05:26:27
19617883,-31.968,119.658,100.4,2021-01-01 05:26:33
19617884,-31.97,119.633,101.3,2021-01-01 05:26:33
19617885,-31.959,119.65,106.9,2021-01-01 05:26:33
19617887,-30.494,120.145,287.3,2021-01-01 05:26:56
19617995,-30.459,120.119,241.0,2021-01-01 05:26:57
19617996,-30.46,120.098,202.5,2021-01-01 05:26:57
19617998,-30.457,120.112,365.9,2021-01-01 05:26:57
19618001,-30.304,120.382,102.1,2021-01-01 05:26:59
19618038,-30.461,120.111,130.7,2021-01-01 05:18:24
19618044,-30.491,120.141,108.0,2021-01-01 05:18:24
19618045,-30.491,120.151,108.2,2021-01-01 05:18:24
19618060,-30.501,120.141,107.7,2021-01-01 05:18:24
19618061,-30.501,120.151,107.8,2021-01-01 05:18:24
19618374,-30.461,120.111,130.7,2021-01-01 05:18:24
19618383,-23.621,146.359,116.0,2021-01-16 04:44:50
19618384,-23.615,146.353,106.1,2021-01-16 04:44:51
19618387,-21.539,146.236,102.8,2021-01-16 04:45:24
19618388,-21.534,146.227,105.9,2021-01-16 04:45:25
19618403,-30.491,120.141,108.0,2021-01-01 05:18:24
19618404,-30.491,120.151,108.2,2021-01-01 05:18:24
19618407,-30.501,120.141,107.7,2021-01-01 05:18:24
19618408,-30.501,120.151,107.8,2021-01-01 05:18:24
19618555,-30.4811,120.1408,116.4,2021-01-01 04:47:12
19618559,-30.4744,120.1404,116.4,2021-01-01 04:47:12
19618564,-30.4683,120.1265,107.9,2021-01-01 04:47:12
19618567,-30.4618,120.1193,107.9,2021-01-01 04:47:12
19618570,-30.4549,120.1255,135.6,2021-01-01 04:47:12
19618571,-30.4551,120.1188,135.6,2021-01-01 04:47:12
19618573,-30.4557,120.1055,210.9,2021-01-01 04:47:12
19618574,-30.449,120.105,210.9,2021-01-01 04:47:12
19618590,-30.4712,120.1409,213.8,2021-01-01 04:47:12
19618591,-30.4716,120.1341,150.2,2021-01-01 04:47:12
19618593,-30.4719,120.1275,150.2,2021-01-01 04:47:12
19618594,-30.4649,120.1338,150.2,2021-01-01 04:47:12
19618600,-30.4588,120.1199,104.4,2021-01-01 04:47:12
19618602,-30.4591,120.1132,104.4,2021-01-01 04:47:12
19618604,-30.4521,120.1194,104.4,2021-01-01 04:47:12
19618605,-30.4524,120.1128,104.4,2021-01-01 04:47:12
19618643,-32.1845,121.248,127.0,2021-01-01 04:45:46
19618646,-32.1836,121.2379,115.8,2021-01-01 04:45:46
19618650,-30.4779,120.1372,224.9,2021-01-01 04:47:12
19618651,-30.4645,120.1364,289.6,2021-01-01 04:47:12
19618652,-30.4651,120.1229,207.1,2021-01-01 04:47:12
19618653,-30.4516,120.1219,263.6,2021-01-01 04:47:12
19618654,-30.4522,120.1086,415.9,2021-01-01 04:47:12
19618655,-30.4527,120.0952,159.2,2021-01-01 04:47:12
19618658,-30.4677,120.1441,209.3,2021-01-01 04:47:12
19618659,-30.4684,120.1306,443.1,2021-01-01 04:47:12
19618661,-30.4556,120.1163,405.0,2021-01-01 04:47:12
19618662,-30.4562,120.103,359.9,2021-01-01 04:47:12
19618674,-32.3867,147.1284,369.9,2021-01-05 04:19:53
19618675,-32.3788,147.1263,220.0,2021-01-05 04:19:53
19618901,-33.7242,120.0712,127.8,2021-01-01 05:35:34
19618930,-30.4852,120.1468,123.7,2021-01-01 05:36:59
19618931,-30.4818,120.1461,123.7,2021-01-01 05:36:59
19618952,-30.4484,120.1096,106.2,2021-01-01 05:36:59
19618953,-30.449,120.1054,106.2,2021-01-01 05:36:59
19618954,-30.4491,120.0795,134.9,2021-01-01 05:36:59
19618956,-30.4485,120.0837,134.9,2021-01-01 05:36:59
19619079,-14.517,143.8665,210.8,2020-11-10 03:35:40
19619086,-14.5044,143.8648,296.3,2020-11-10 03:35:40
19619089,-14.5002,143.8642,119.9,2020-11-10 03:35:40
19619092,-14.504,143.865,106.9,2020-11-10 03:35:40
19619096,-14.4998,143.8644,106.9,2020-11-10 03:35:40
19619153,-14.3782,142.3036,286.5,2020-11-10 03:35:40
19619367,-30.9906,115.5526,222.8,2021-01-05 05:12:30
19619383,-30.9903,115.5579,222.8,2021-01-05 05:12:30
19619384,-30.9909,115.5472,332.6,2021-01-05 05:12:30
19619388,-30.9842,115.5575,222.8,2021-01-05 05:12:30
19619396,-30.9845,115.5521,222.8,2021-01-05 05:12:30
19619397,-30.9848,115.5468,332.6,2021-01-05 05:12:30
19619402,-30.988,115.5942,122.0,2021-01-05 05:12:30
19619407,-30.9889,115.5784,130.0,2021-01-05 05:12:30
19619412,-30.9841,115.5566,142.0,2021-01-05 05:12:30
19619416,-30.9838,115.562,142.0,2021-01-05 05:12:30
19619417,-30.9844,115.5513,492.3,2021-01-05 05:12:30
19619418,-30.9847,115.5459,492.3,2021-01-05 05:12:30
19619419,-30.978,115.5562,142.0,2021-01-05 05:12:30
19619632,-14.3758,142.3055,250.0,2020-11-10 03:35:40
19620296,-26.4866,151.2862,164.2,2020-11-10 03:31:24
19620406,-25.7897,151.4631,186.3,2020-11-10 03:31:24
19620448,-25.7902,151.4592,186.3,2020-11-10 03:31:24
19620449,-25.7885,151.4709,404.3,2020-11-10 03:31:24
19620450,-25.7891,151.467,404.3,2020-11-10 03:31:24
19620451,-25.7857,151.4664,404.3,2020-11-10 03:31:24
19620453,-25.7852,151.4703,404.3,2020-11-10 03:31:24
19620454,-25.7863,151.4625,186.3,2020-11-10 03:31:24
19620455,-25.7869,151.4586,186.3,2020-11-10 03:31:24
19620479,-30.9821,115.5387,109.4,2021-01-05 06:02:17
19620480,-30.9839,115.5266,211.9,2021-01-05 06:02:17
19620482,-30.9806,115.5259,224.3,2021-01-05 06:02:17
19620590,-30.9854,115.5394,109.4,2021-01-05 06:02:17
19620591,-30.986,115.5353,109.4,2021-01-05 06:02:17
19620592,-30.9873,115.5272,211.9,2021-01-05 06:02:17
19620595,-30.9827,115.5347,109.4,2021-01-05 06:02:17
19620596,-30.9833,115.5306,211.9,2021-01-05 06:02:17
19620599,-30.9812,115.5218,241.3,2021-01-05 06:02:17
19620602,-30.9788,115.538,197.1,2021-01-05 06:02:17
19620603,-30.9794,115.534,197.1,2021-01-05 06:02:17
19620604,-30.98,115.5299,224.3,2021-01-05 06:02:17
19620605,-30.976,115.5333,197.1,2021-01-05 06:02:17
19620606,-30.9767,115.5293,224.3,2021-01-05 06:02:17
19620607,-30.9773,115.5252,224.3,2021-01-05 06:02:17
19620770,-30.9875,115.5949,171.6,2021-01-05 06:02:17
19620771,-30.9887,115.5868,115.2,2021-01-05 06:02:17
19620772,-30.9899,115.5787,172.7,2021-01-05 06:02:17
19620776,-30.9845,115.5692,237.4,2021-01-05 06:02:17
19620777,-30.9857,115.5611,222.1,2021-01-05 06:02:17
19620778,-30.9869,115.5531,184.3,2021-01-05 06:02:17
19620779,-30.9881,115.545,143.8,2021-01-05 06:02:17
19620786,-30.9816,115.5532,107.2,2021-01-05 06:02:17
19620787,-30.9828,115.5451,183.0,2021-01-05 06:02:17
19620788,-30.9841,115.537,433.7,2021-01-05 06:02:17
19620789,-30.9853,115.5289,633.5,2021-01-05 06:02:17
19620792,-30.9762,115.5438,179.0,2021-01-05 06:02:17
19620793,-30.9774,115.5357,584.0,2021-01-05 06:02:17
19620794,-30.9786,115.5276,892.3,2021-01-05 06:02:17
19620795,-30.9798,115.5195,237.5,2021-01-05 06:02:17
19620799,-30.906,115.4628,111.6,2021-01-05 06:02:17
19620863,-25.1472,150.1603,157.9,2020-11-10 03:31:24
19621062,-30.988,115.601,320.7,2021-01-05 06:40:25
19621063,-30.993,115.58,466.1,2021-01-05 06:40:25
19621064,-30.997,115.56,529.1,2021-01-05 06:40:25
19621066,-30.984,115.556,348.2,2021-01-05 06:40:25
19621067,-30.989,115.536,990.9,2021-01-05 06:40:25
19621068,-30.993,115.515,1216.4,2021-01-05 06:40:25
19621070,-30.976,115.532,333.3,2021-01-05 06:40:26
19621100,-30.98,115.512,1709.9,2021-01-05 06:40:26
19621101,-30.985,115.491,271.7,2021-01-05 06:40:26
19621102,-30.911,115.466,100.3,2021-01-05 06:40:27
19621198,-15.1596,145.1976,110.7,2020-11-10 03:34:15
19621199,-15.1603,145.1928,110.7,2020-11-10 03:34:15
19621200,-15.1557,145.1972,110.7,2020-11-10 03:34:15
19621409,-26.662,147.715,168.2,2021-01-17 01:06:25
19621410,-26.679,147.714,101.4,2021-01-17 01:06:25
19621411,-26.664,147.71,175.3,2021-01-17 01:06:26
19621656,-28.648,121.754,108.7,2021-01-01 14:52:03
19622568,-32.4253,152.502,108.8,2021-01-17 03:54:48
19622569,-32.4178,152.5,553.8,2021-01-17 03:54:48
19622571,-32.4103,152.498,139.5,2021-01-17 03:54:48
19622572,-32.4123,152.4874,495.4,2021-01-17 03:54:48
19622573,-32.4048,152.4855,159.0,2021-01-17 03:54:48
19622574,-32.4056,152.4883,190.4,2021-01-17 03:54:48
19622586,-26.6541,147.7216,126.8,2021-01-17 03:56:14
19622599,-24.4318,151.4575,112.7,2021-01-17 03:57:39
19622612,-23.6426,149.8048,134.3,2021-01-17 03:57:39
19622743,-23.645,149.81,151.4,2021-01-17 03:49:42
19622765,-32.4253,152.502,108.8,2021-01-17 03:54:48
19622766,-32.4178,152.5,553.8,2021-01-17 03:54:48
19622768,-32.4103,152.498,139.5,2021-01-17 03:54:48
19622769,-32.4123,152.4874,495.4,2021-01-17 03:54:48
19622770,-32.4048,152.4855,159.0,2021-01-17 03:54:48
19622771,-32.4056,152.4883,190.4,2021-01-17 03:54:48
19622783,-26.6541,147.7216,126.8,2021-01-17 03:56:14
19622796,-24.4318,151.4575,112.7,2021-01-17 03:57:39
19622809,-23.6426,149.8048,134.3,2021-01-17 03:57:39
19623414,-31.7759,116.3043,135.6,2021-02-01 06:46:10
19623415,-31.7781,116.2957,170.2,2021-02-01 06:46:10
19623461,-31.7846,116.3048,180.5,2021-02-01 06:46:10
19623463,-31.7738,116.3013,134.0,2021-02-01 06:46:10
19623464,-31.7759,116.2927,169.2,2021-02-01 06:46:10
19623465,-31.7781,116.2842,149.2,2021-02-01 06:46:10
19623518,-31.7759,116.3043,135.6,2021-02-01 06:46:10
19623519,-31.7781,116.2957,170.2,2021-02-01 06:46:10
19623773,-25.8074,151.4702,165.9,2020-11-09 03:50:19
19623774,-25.8037,151.4694,165.9,2020-11-09 03:50:19
19623783,-25.8063,151.4666,199.8,2020-11-09 03:50:19
19623785,-25.8055,151.4713,199.8,2020-11-09 03:50:19
19624295,-15.9869,141.7178,109.4,2020-11-09 03:53:10
19624300,-15.9789,141.7211,113.8,2020-11-09 03:53:10
19624659,-15.139,145.1958,131.0,2020-11-09 03:53:10
19624660,-15.1395,145.1922,131.0,2020-11-09 03:53:10
19624661,-15.1401,145.1886,164.2,2020-11-09 03:53:10
19624664,-15.1406,145.185,164.2,2020-11-09 03:53:10
19624668,-15.1357,145.1952,131.0,2020-11-09 03:53:10
19624669,-15.1362,145.1916,131.0,2020-11-09 03:53:10
19624670,-15.1373,145.1845,164.2,2020-11-09 03:53:10
19625103,-20.4909,134.8159,158.8,2020-11-09 03:53:10
19627343,-32.495,147.9642,120.1,2021-01-18 03:35:53
19627481,-31.79,116.326,147.7,2021-02-01 06:22:04
19627482,-31.792,116.314,158.8,2021-02-01 06:22:04
19627484,-31.782,116.312,109.6,2021-02-01 06:22:04
19627485,-31.784,116.299,385.1,2021-02-01 06:22:04
19627486,-31.786,116.287,155.1,2021-02-01 06:22:04
19628072,-30.988,115.601,320.7,2021-01-05 06:40:36
