,latitude,longitude,power,datetime
13581583,-12.966,141.662,140.3,2020-10-01 00:38:56
13581619,-14.693,144.913,192.5,2020-10-01 00:39:15
13581656,-15.429,142.262,118.5,2020-10-01 00:39:34
13581662,-15.437,142.248,166.4,2020-10-01 00:39:34
13581668,-21.623,149.047,130.5,2020-10-01 00:40:58
13581691,-12.726,135.858,137.5,2020-10-01 00:39:08
13581693,-12.712,135.853,136.7,2020-10-01 00:39:08
13594207,-8.586,121.657,120.2,2020-10-01 02:16:27
13594214,-14.924,131.688,161.7,2020-10-01 02:17:48
13594215,-14.929,131.732,103.0,2020-10-01 02:17:48
13594216,-14.923,131.681,130.7,2020-10-01 02:17:49
13594217,-14.927,131.724,119.1,2020-10-01 02:17:49
13595372,-35.018,150.828,110.8,2020-10-01 03:22:15
13595395,-14.807,144.83,127.2,2020-10-01 03:27:56
13595400,-14.774,144.755,100.6,2020-10-01 03:27:57
13595402,-14.693,144.748,105.3,2020-10-01 03:27:58
13595404,-14.671,144.87,190.7,2020-10-01 03:27:58
13595405,-14.685,144.74,109.8,2020-10-01 03:27:58
13595406,-14.655,144.869,133.7,2020-10-01 03:27:58
13595407,-14.649,144.767,209.6,2020-10-01 03:27:59
13595408,-14.641,144.762,150.0,2020-10-01 03:27:59
13595409,-13.896,143.51,105.0,2020-10-01 03:28:13
13595698,-25.0768,149.6968,114.3,2020-10-01 03:31:33
13599532,-14.7678,144.7701,185.8,2020-10-01 03:34:23
13599843,-14.7702,144.7675,183.5,2020-10-01 03:34:23
13599847,-14.7677,144.77,197.1,2020-10-01 03:34:23
13599852,-14.6914,144.9186,102.0,2020-10-01 03:34:23
13599854,-14.7147,144.7407,122.1,2020-10-01 03:34:23
13599865,-14.6638,144.883,114.8,2020-10-01 03:34:23
13599880,-14.6414,144.7871,131.6,2020-10-01 03:34:23
13599881,-14.6428,144.7767,106.7,2020-10-01 03:34:23
13602118,-15.4131,142.3443,122.9,2020-10-01 04:25:36
13602129,-15.3789,142.2554,183.0,2020-10-01 04:25:36
13602145,-14.7744,144.7665,108.6,2020-10-01 04:25:36
13602150,-14.688,144.907,125.8,2020-10-01 04:25:36
13602152,-14.7096,144.7425,102.7,2020-10-01 04:25:36
13602153,-14.7116,144.7322,135.9,2020-10-01 04:25:36
13602157,-14.6633,144.8796,115.1,2020-10-01 04:25:36
13602162,-14.7116,144.735,148.5,2020-10-01 04:25:36
13602165,-14.6643,144.8829,143.8,2020-10-01 04:25:36
13602186,-14.6315,144.6872,157.5,2020-10-01 04:25:36
13605998,-15.875,135.998,107.7,2020-10-01 05:05:57
13606014,-7.897,138.182,111.2,2020-10-01 05:08:00
13606016,-9.795,123.883,228.7,2020-10-01 05:08:03
13606059,-17.244,122.798,133.8,2020-10-01 05:06:05
13606060,-17.246,122.775,122.8,2020-10-01 05:06:05
13606061,-17.23,122.796,174.2,2020-10-01 05:06:05
13606062,-17.192,122.769,148.3,2020-10-01 05:06:06
13606063,-17.181,122.784,112.6,2020-10-01 05:06:06
13606064,-17.184,122.761,110.6,2020-10-01 05:06:06
13606167,-9.7901,123.8799,107.7,2020-10-01 05:16:49
13606336,-17.2509,122.794,130.4,2020-10-01 05:15:23
13606339,-17.1816,122.8869,159.7,2020-10-01 05:15:23
13606903,-17.2524,122.7962,137.0,2020-10-01 05:15:23
13606906,-17.1801,122.8847,178.1,2020-10-01 05:15:23
13607203,-17.2535,122.776,101.9,2020-10-01 06:06:36
13607211,-17.1826,122.7696,129.9,2020-10-01 06:06:36
13639132,-19.729,147.215,280.0,2020-10-01 23:45:32
13639134,-19.728,147.207,231.1,2020-10-01 23:45:33
13639136,-21.632,149.077,137.3,2020-10-01 23:45:57
13639277,-15.335,142.199,158.6,2020-10-02 01:22:25
13639304,-14.769,135.329,167.4,2020-10-02 01:22:30
13639311,-14.764,131.642,106.7,2020-10-02 01:22:39
13639327,-14.864,125.651,216.7,2020-10-02 01:22:57
13639329,-14.858,125.646,137.5,2020-10-02 01:22:58
13645536,-25.8757,148.7046,184.5,2020-10-02 03:12:36
13645552,-25.2152,148.1369,184.4,2020-10-02 03:12:36
13645553,-25.2164,148.1243,300.9,2020-10-02 03:12:36
13645557,-24.2366,149.5024,114.3,2020-10-02 03:12:36
13645570,-21.642,149.0528,110.4,2020-10-02 03:14:02
13645572,-21.6319,149.0611,268.7,2020-10-02 03:14:02
13645573,-21.633,149.0514,136.7,2020-10-02 03:14:02
13645577,-21.591,149.0167,101.8,2020-10-02 03:14:02
13645605,-35.0279,150.8275,231.3,2020-10-02 03:09:46
13646978,-25.2192,148.1214,101.0,2020-10-02 03:12:36
13646983,-25.2136,148.1272,101.0,2020-10-02 03:12:36
13646984,-25.2142,148.1207,101.0,2020-10-02 03:12:36
13646994,-24.2346,149.4996,114.8,2020-10-02 03:12:36
13648996,-24.241,149.497,151.5,2020-10-02 04:08:06
13648998,-24.231,149.495,133.1,2020-10-02 04:08:07
13649024,-22.265,146.488,105.1,2020-10-02 04:08:46
13649026,-22.256,146.487,323.1,2020-10-02 04:08:46
13649027,-22.257,146.477,247.0,2020-10-02 04:08:46
13649030,-21.637,149.056,139.9,2020-10-02 04:08:49
13649072,-24.24,149.49,100.7,2020-10-02 04:07:58
13649373,-26.74,147.661,108.6,2020-10-02 04:07:38
13649390,-26.287,149.101,165.0,2020-10-02 04:07:42
13649394,-26.277,149.099,138.5,2020-10-02 04:07:42
13649411,-25.88,148.705,346.8,2020-10-02 04:07:49
13649424,-25.684,148.576,245.6,2020-10-02 04:07:53
13649438,-25.07,149.675,185.9,2020-10-02 04:08:00
13649442,-25.224,148.137,142.9,2020-10-02 04:08:02
13649443,-25.225,148.126,175.0,2020-10-02 04:08:02
13649445,-25.214,148.135,181.7,2020-10-02 04:08:02
13649446,-25.216,148.124,270.2,2020-10-02 04:08:02
13649448,-25.212,148.129,108.1,2020-10-02 04:08:02
13649473,-15.324,142.18,146.9,2020-10-02 04:11:00
13649474,-15.325,142.171,178.0,2020-10-02 04:11:00
13649505,-14.636,144.862,160.7,2020-10-02 04:11:05
13649513,-14.597,144.746,140.3,2020-10-02 04:11:06
13649514,-14.599,144.737,137.9,2020-10-02 04:11:06
13650748,-15.916,135.983,330.5,2020-10-02 04:11:03
13650749,-15.918,135.958,245.2,2020-10-02 04:11:03
13650751,-15.924,135.977,154.0,2020-10-02 04:11:03
13650763,-15.91,135.975,256.3,2020-10-02 04:11:03
13650774,-12.679,135.829,102.3,2020-10-02 04:11:57
13650775,-12.682,135.807,159.5,2020-10-02 04:11:57
13650800,-35.03,150.83,216.7,2020-10-02 04:02:14
13650840,-25.07,149.67,123.9,2020-10-02 04:02:14
13650845,-25.22,148.13,151.9,2020-10-02 04:02:14
13650988,-26.7335,147.657,121.1,2020-10-02 04:03:49
13651002,-26.2802,149.1017,256.5,2020-10-02 04:03:49
13651006,-26.2726,149.1001,108.6,2020-10-02 04:03:49
13651026,-25.8786,148.7059,174.3,2020-10-02 04:03:49
13651028,-25.8711,148.7042,111.2,2020-10-02 04:03:49
13651050,-25.6777,148.5725,238.7,2020-10-02 04:03:49
13651058,-25.0672,149.6811,217.2,2020-10-02 04:03:49
13651062,-25.2218,148.13,111.4,2020-10-02 04:03:49
13651063,-25.2127,148.138,108.1,2020-10-02 04:03:49
13651064,-25.2144,148.1285,289.9,2020-10-02 04:03:49
13651071,-24.2315,149.5006,133.6,2020-10-02 04:03:49
13651072,-24.233,149.493,156.6,2020-10-02 04:03:49
13651089,-22.2526,146.4879,325.7,2020-10-02 04:05:15
13651090,-22.254,146.4792,147.8,2020-10-02 04:05:15
13651097,-21.6323,149.0517,105.7,2020-10-02 04:05:15
13651101,-21.6145,149.0559,104.3,2020-10-02 04:05:15
13651105,-21.5972,149.0118,156.9,2020-10-02 04:05:15
13652295,-35.0274,150.8271,109.5,2020-10-02 04:00:59
13652309,-35.0238,150.8262,109.5,2020-10-02 04:00:59
13652586,-25.8735,148.7021,111.7,2020-10-02 04:03:49
13652749,-22.2547,146.4861,163.2,2020-10-02 04:05:15
13652751,-22.2512,146.4854,163.2,2020-10-02 04:05:15
13652786,-21.6162,149.0583,106.5,2020-10-02 04:05:15
13653917,-8.5832,140.6722,166.1,2020-10-02 04:08:06
13654065,-15.3212,142.1797,119.2,2020-10-02 04:06:40
13654853,-14.675,144.8999,111.7,2020-10-02 04:06:40
13654872,-14.6287,144.8655,151.6,2020-10-02 04:06:40
13654884,-14.6136,144.646,113.5,2020-10-02 04:06:40
13654890,-14.6151,144.6469,136.0,2020-10-02 04:06:40
13654985,-15.9176,135.9779,164.0,2020-10-02 04:06:40
13654987,-15.9091,135.9768,228.8,2020-10-02 04:06:40
13655031,-12.6767,135.8064,161.9,2020-10-02 04:08:06
13655038,-12.6705,135.8065,119.0,2020-10-02 04:08:06
13655055,-12.6102,131.5231,120.8,2020-10-02 04:08:06
13658355,-15.9312,135.9706,130.2,2020-10-02 04:56:28
13658356,-15.9328,135.9617,233.3,2020-10-02 04:56:28
13658362,-15.9153,135.9583,224.9,2020-10-02 04:56:28
13658375,-16.7025,129.6235,333.0,2020-10-02 04:56:28
13658376,-16.6947,129.6296,131.2,2020-10-02 04:56:28
13658377,-16.6958,129.6224,147.5,2020-10-02 04:56:28
13658417,-12.846,136.0449,353.2,2020-10-02 04:56:28
13658425,-12.6791,135.8244,116.2,2020-10-02 04:56:28
13658467,-14.8808,125.6423,120.6,2020-10-02 04:56:28
13658468,-35.0263,150.8414,124.5,2020-10-02 04:49:21
13659750,-35.0374,150.8295,126.5,2020-10-02 04:49:21
13661914,-15.9171,135.9609,113.1,2020-10-02 04:56:28
13661916,-15.9179,135.9565,113.1,2020-10-02 04:56:28
13661969,-16.7039,129.6255,168.2,2020-10-02 04:56:28
13661974,-16.7005,129.625,168.2,2020-10-02 04:56:28
13661981,-16.6972,129.6244,152.7,2020-10-02 04:56:28
13663213,-12.8479,136.0478,118.3,2020-10-02 04:56:28
13663214,-12.8488,136.0428,118.3,2020-10-02 04:56:28
13663216,-12.8432,136.047,118.3,2020-10-02 04:56:28
13663419,-14.8787,125.6442,125.2,2020-10-02 04:56:28
13663445,-16.706,129.613,319.0,2020-10-02 05:48:45
13663446,-16.703,129.604,180.9,2020-10-02 05:48:46
13663447,-17.303,122.789,175.0,2020-10-02 05:48:56
13663448,-17.305,122.776,377.5,2020-10-02 05:48:56
13663839,-17.3023,122.7853,258.0,2020-10-02 05:47:40
13663840,-17.3038,122.7773,108.5,2020-10-02 05:47:40
13664449,-0.5903,115.6647,141.9,2020-10-02 05:51:57
13664545,0.6961,111.1524,130.7,2020-10-02 05:53:22
13664630,-17.3048,122.7837,129.9,2020-10-02 05:47:40
13664631,-17.3013,122.7789,110.2,2020-10-02 05:47:40
13664632,-17.3006,122.7829,129.9,2020-10-02 05:47:40
13684603,-26.268,149.111,267.9,2020-10-02 15:05:08
13684604,-26.27,149.125,185.0,2020-10-02 15:05:08
13684717,-26.2734,149.1106,197.0,2020-10-02 15:18:05
13695264,-20.714,119.37,284.8,2020-10-03 06:31:00
13695265,-20.721,119.334,444.2,2020-10-03 06:31:00
13695266,-20.723,119.365,492.7,2020-10-03 06:31:01
13695267,-20.731,119.329,291.8,2020-10-03 06:31:01
13695330,-25.6596,150.9866,159.4,2020-10-03 02:53:41
13695332,-25.6482,150.9855,182.0,2020-10-03 02:53:41
13695333,-25.6489,150.9771,121.1,2020-10-03 02:53:41
13695334,-25.6496,150.9686,185.7,2020-10-03 02:53:41
13695391,-25.651,150.951,100.8,2020-10-03 00:29:44
13695397,-26.282,149.111,189.8,2020-10-03 00:29:57
13695448,-37.088,140.529,120.2,2020-10-03 00:33:11
13695450,-37.091,140.522,203.8,2020-10-03 00:33:11
13695462,-14.674,144.927,132.3,2020-10-03 00:27:01
13695468,-15.51,145.213,136.7,2020-10-03 00:27:13
13695730,-16.696,129.575,188.5,2020-10-03 02:06:05
13696638,-23.713,151.153,121.4,2020-10-03 03:13:03
13696642,-25.665,150.981,337.0,2020-10-03 03:12:31
13696999,-25.65,150.979,325.4,2020-10-03 03:12:31
13697000,-25.652,150.95,188.4,2020-10-03 03:12:31
13697001,-25.662,151.003,102.1,2020-10-03 03:12:31
13697002,-25.664,150.974,193.3,2020-10-03 03:12:31
13697003,-25.649,150.972,323.8,2020-10-03 03:12:31
13697004,-25.652,150.943,105.8,2020-10-03 03:12:31
13698448,-25.6539,150.9901,120.1,2020-10-03 03:44:54
13698449,-25.6553,150.982,132.8,2020-10-03 03:44:54
13698452,-25.6513,150.9898,125.0,2020-10-03 03:44:54
13698453,-25.6526,150.9816,135.1,2020-10-03 03:44:54
13698454,-25.654,150.9736,101.5,2020-10-03 03:44:54
13698459,-25.6458,150.9803,113.1,2020-10-03 03:44:54
13698460,-25.6471,150.9722,120.6,2020-10-03 03:44:54
13698524,-15.5138,145.2041,122.4,2020-10-03 03:47:45
13698530,-15.5023,145.2097,102.1,2020-10-03 03:47:45
13698535,-15.4966,145.2012,150.5,2020-10-03 03:47:45
13698538,-15.4898,145.2002,135.3,2020-10-03 03:47:45
13698539,-15.4909,145.1927,219.8,2020-10-03 03:47:45
13698540,-15.492,145.1853,115.9,2020-10-03 03:47:45
13698543,-15.4852,145.1842,136.1,2020-10-03 03:47:45
13698544,-15.4863,145.1767,263.3,2020-10-03 03:47:45
13698546,-15.4795,145.1757,116.2,2020-10-03 03:47:45
13698567,-15.3504,142.2946,140.4,2020-10-03 03:47:45
13698569,-15.3414,142.3033,111.0,2020-10-03 03:47:45
13698570,-15.3427,142.2935,120.5,2020-10-03 03:47:45
13698576,-15.303,142.1773,127.3,2020-10-03 03:47:45
13698577,-15.2927,142.1961,125.3,2020-10-03 03:47:45
13698578,-15.2939,142.1862,552.9,2020-10-03 03:47:45
13698579,-15.2952,142.1763,393.6,2020-10-03 03:47:45
13698581,-15.2893,142.1878,427.9,2020-10-03 03:47:45
13698582,-15.2906,142.1779,252.9,2020-10-03 03:47:45
13698612,-14.6614,144.9123,149.8,2020-10-03 03:47:45
13698625,-14.6096,144.7895,114.5,2020-10-03 03:47:45
13698638,-15.907,136.0357,106.3,2020-10-03 03:47:45
13698643,-15.9048,135.9402,117.7,2020-10-03 03:47:45
13698649,-15.8962,136.0357,128.2,2020-10-03 03:47:45
13698657,-15.8955,135.9314,106.1,2020-10-03 03:47:45
13698670,-11.7454,132.7655,202.2,2020-10-03 03:49:10
13698674,-11.7506,132.77,182.6,2020-10-03 03:49:10
13698856,-25.6566,150.9843,135.3,2020-10-03 03:44:54
13698968,-25.6519,150.9753,103.8,2020-10-03 03:44:54
13702309,-15.4929,145.1911,111.5,2020-10-03 03:47:45
13702312,-15.4895,145.1906,111.5,2020-10-03 03:47:45
13702445,-15.343,142.3061,112.4,2020-10-03 03:47:45
13702480,-15.2956,142.1889,139.3,2020-10-03 03:47:45
13702481,-15.2962,142.184,139.3,2020-10-03 03:47:45
13702482,-15.2968,142.179,132.3,2020-10-03 03:47:45
13702487,-15.2917,142.1884,139.3,2020-10-03 03:47:45
13702488,-15.2923,142.1834,139.3,2020-10-03 03:47:45
13702489,-15.293,142.1785,132.3,2020-10-03 03:47:45
13702491,-15.2936,142.1735,132.3,2020-10-03 03:47:45
13702502,-15.2915,142.1856,213.9,2020-10-03 03:47:45
13702508,-15.2877,142.1851,213.9,2020-10-03 03:47:45
13703111,-8.6778,125.9205,105.5,2020-10-03 04:40:22
13703129,-8.4075,122.7547,139.1,2020-10-03 04:40:22
13703141,-27.2314,152.0295,115.2,2020-10-03 04:33:15
13703149,-26.68,149.6636,143.4,2020-10-03 04:33:15
13703194,-15.2881,142.1909,113.9,2020-10-03 04:37:33
13703196,-15.2924,142.1685,146.2,2020-10-03 04:37:33
13703215,-15.908,136.0253,417.1,2020-10-03 04:37:33
13703260,-14.7591,131.655,113.8,2020-10-03 04:37:33
13703282,-12.2553,134.0898,102.2,2020-10-03 04:38:57
13703293,-11.7592,132.7585,129.7,2020-10-03 04:38:57
13703294,-11.7602,132.7514,169.5,2020-10-03 04:38:57
13703301,-11.6951,133.094,186.3,2020-10-03 04:38:57
13703932,-15.9094,136.0275,105.1,2020-10-03 04:37:33
13703933,-15.91,136.0236,105.1,2020-10-03 04:37:33
13703986,-15.9066,136.0231,105.1,2020-10-03 04:37:33
13704006,-15.906,136.0269,105.1,2020-10-03 04:37:33
13709790,-11.7583,132.7529,170.3,2020-10-03 04:38:57
13709966,-41.331,148.208,115.9,2020-10-03 04:46:21
13709967,-41.325,148.177,129.4,2020-10-03 04:46:21
13709968,-41.323,148.2,116.2,2020-10-03 04:46:22
13709993,-15.913,135.919,141.6,2020-10-03 04:53:46
13709997,-15.887,135.951,187.7,2020-10-03 04:53:46
13709999,-15.886,135.956,119.7,2020-10-03 04:53:46
13710003,-16.742,129.595,144.3,2020-10-03 04:53:47
13710042,-11.76,132.766,120.5,2020-10-03 04:55:01
13710043,-11.761,132.757,202.7,2020-10-03 04:55:01
13710044,-11.762,132.747,112.1,2020-10-03 04:55:01
13710046,-11.703,133.093,159.7,2020-10-03 04:55:01
13710052,-11.694,133.092,112.6,2020-10-03 04:55:01
13710149,-1.768,120.06,136.4,2020-10-03 04:58:06
13710150,-1.758,120.089,103.2,2020-10-03 04:58:06
13710151,-1.763,120.054,238.4,2020-10-03 04:58:06
13710428,-41.3303,148.21,266.1,2020-10-03 03:40:38
13710429,-41.3225,148.2085,123.1,2020-10-03 03:40:38
13710431,-41.3132,148.1873,139.2,2020-10-03 03:40:38
13715349,-16.7093,129.5667,108.0,2020-10-03 05:28:45
13715351,-16.7018,129.5538,132.4,2020-10-03 05:28:45
13715549,-0.9068,113.3546,129.0,2020-10-03 05:33:01
13715553,-0.8685,113.3714,118.8,2020-10-03 05:33:01
13716898,-0.9063,113.4121,150.9,2020-10-03 06:22:48
13725146,-14.804,131.706,100.0,2020-10-03 14:19:02
13725151,-20.704,119.348,103.8,2020-10-03 14:17:54
13725153,-20.689,119.368,110.1,2020-10-03 14:17:54
13725159,-44.2573,169.8237,388.9,2020-10-03 14:12:14
13725163,-44.9747,170.5706,286.8,2020-10-03 14:12:14
13725164,-44.9752,170.5792,133.6,2020-10-03 14:12:14
13725167,-44.9672,170.5731,474.7,2020-10-03 14:12:14
13725168,-44.9676,170.5818,142.5,2020-10-03 14:12:14
13725175,-44.2547,169.8202,129.3,2020-10-03 14:12:14
13725176,-44.2552,169.828,129.3,2020-10-03 14:12:14
13725177,-44.2595,169.8193,129.3,2020-10-03 14:12:14
13725212,-44.9647,170.5754,119.1,2020-10-03 14:12:14
13725216,-44.9645,170.5711,119.1,2020-10-03 14:12:14
13725224,-44.9696,170.5707,119.1,2020-10-03 14:12:14
13725225,-44.9698,170.5751,119.1,2020-10-03 14:12:14
13751548,-17.232,145.4,223.8,2020-10-04 01:10:33
13751549,-17.234,145.394,180.5,2020-10-04 01:10:33
13751575,-16.672,129.67,132.5,2020-10-04 01:11:01
13752339,-44.3458,169.8411,209.1,2020-10-04 03:20:17
13753650,-25.6579,150.9577,160.5,2020-10-04 03:25:58
13753655,-25.6437,150.9554,175.8,2020-10-04 03:25:58
13754557,-44.3428,169.8433,104.8,2020-10-04 03:20:17
13754560,-44.3444,169.8367,104.8,2020-10-04 03:20:17
13755494,-25.664,150.97,162.7,2020-10-04 03:55:25
13755495,-25.666,150.959,178.0,2020-10-04 03:55:25
13755501,-25.662,150.953,101.4,2020-10-04 03:55:25
13755510,-25.387,150.936,123.5,2020-10-04 03:55:30
13759138,-14.7819,144.7432,125.2,2020-10-04 03:28:49
13759149,-14.6709,144.9157,137.6,2020-10-04 03:28:49
13760039,-12.297,131.811,116.4,2020-10-04 05:37:37
13760935,-8.7087,117.464,122.1,2020-10-04 05:12:40
13760936,-8.71,117.4545,103.9,2020-10-04 05:12:40
13760945,-8.1917,117.646,185.1,2020-10-04 05:12:40
13760946,-8.1929,117.637,128.7,2020-10-04 05:12:40
13760948,-8.1959,117.64,214.7,2020-10-04 05:12:40
13760990,-16.0067,135.9061,141.3,2020-10-04 05:09:49
13760991,-16.0082,135.899,102.1,2020-10-04 05:09:49
13760992,-16.0096,135.8918,121.7,2020-10-04 05:09:49
13761026,-11.7257,132.8114,203.3,2020-10-04 05:11:15
13761918,-16.9957,122.467,371.3,2020-10-04 05:09:49
13764723,-8.7068,117.4608,117.9,2020-10-04 05:12:40
13764776,-8.1978,117.6425,213.9,2020-10-04 05:12:40
13764809,-2.5772,121.3794,151.4,2020-10-04 05:14:05
13764847,-16.0058,135.8966,103.7,2020-10-04 05:09:49
13764914,-8.705,117.458,147.5,2020-10-04 05:39:11
13764919,-12.296,131.803,103.0,2020-10-04 05:37:37
13765055,-16.9979,122.465,124.9,2020-10-04 05:09:49
13765056,-16.9973,122.4696,124.9,2020-10-04 05:09:49
13765057,-16.9942,122.4644,124.9,2020-10-04 05:09:49
13765194,-8.7069,117.4555,154.4,2020-10-04 06:01:02
13765228,-31.8836,116.3025,161.3,2020-10-04 05:55:20
13799399,-27.7892,150.7539,106.1,2020-10-05 03:07:03
13799400,-27.7886,150.7598,117.9,2020-10-05 03:07:03
13799409,-27.3532,150.9826,150.9,2020-10-05 03:07:03
13799411,-27.3527,150.9881,150.9,2020-10-05 03:07:03
13799412,-27.3479,150.9876,150.9,2020-10-05 03:07:03
13799413,-27.3485,150.982,150.9,2020-10-05 03:07:03
13801242,-27.3506,150.9851,604.5,2020-10-05 03:07:03
13801419,-27.7925,150.7564,105.4,2020-10-05 03:55:25
13801420,-27.7888,150.7555,206.2,2020-10-05 03:55:25
13802154,-11.2119,136.6564,572.6,2020-10-05 04:01:06
13802162,-9.233,147.0455,142.3,2020-10-05 04:01:06
13802290,-27.799,150.755,106.9,2020-10-05 04:37:33
13802291,-27.802,150.751,112.3,2020-10-05 04:37:34
13802313,-15.366,142.403,165.6,2020-10-05 04:41:19
13802315,-15.367,142.396,187.5,2020-10-05 04:41:20
13807910,-16.5416,122.8756,192.5,2020-10-05 04:50:54
13810333,-31.191,115.4983,133.2,2020-10-05 05:36:25
13810337,-31.1876,115.5002,104.8,2020-10-05 05:36:25
13813403,-17.2736,122.8348,203.5,2020-10-05 05:40:41
13813404,-17.2727,122.8397,203.5,2020-10-05 05:40:41
13813947,-31.5177,115.7324,123.2,2020-10-05 06:27:38
13813948,-31.5119,115.7311,113.3,2020-10-05 06:27:38
13813957,-23.5341,115.7806,124.5,2020-10-05 06:30:28
13829159,-13.1345,141.6665,350.9,2020-10-06 04:31:58
13829160,-13.1361,141.6575,246.8,2020-10-06 04:31:58
13829163,-13.124,141.6738,248.9,2020-10-06 04:31:58
13829185,-14.5548,134.7819,101.6,2020-10-06 04:31:58
13829212,-12.3405,131.8931,124.6,2020-10-06 04:33:23
13829216,-12.3273,131.8827,135.0,2020-10-06 04:33:23
13829218,-12.3288,131.8837,162.4,2020-10-06 04:33:23
13829223,-12.3073,131.8805,109.2,2020-10-06 04:33:23
13829249,-13.1371,141.6647,176.4,2020-10-06 04:31:58
13831459,-13.1319,141.6683,176.4,2020-10-06 04:31:58
13831682,-25.2316,149.6721,104.6,2020-10-06 04:29:07
13831683,-25.2326,149.6678,104.6,2020-10-06 04:29:07
13831686,-25.2258,149.6705,104.6,2020-10-06 04:29:07
13831742,-14.5534,134.7799,108.0,2020-10-06 04:31:58
13831841,-12.3401,131.8825,131.0,2020-10-06 04:33:23
13832137,-1.499,112.377,133.6,2020-10-06 05:29:03
13832139,-1.51,112.374,115.0,2020-10-06 05:29:03
13832141,-1.278,113.007,136.8,2020-10-06 05:29:05
13832143,-1.247,113.003,118.6,2020-10-06 05:29:06
13832384,-0.784,111.776,101.8,2020-10-06 05:29:16
13832391,-12.321,131.87,126.3,2020-10-06 05:25:23
13833901,-12.321,131.87,126.3,2020-10-06 05:25:22
13833945,-1.499,112.377,133.6,2020-10-06 05:29:03
13833947,-1.51,112.374,115.0,2020-10-06 05:29:03
13833949,-1.278,113.007,136.8,2020-10-06 05:29:05
13833951,-1.247,113.003,118.6,2020-10-06 05:29:05
13833970,-0.784,111.776,101.8,2020-10-06 05:29:16
13836197,-1.4966,112.3873,163.3,2020-10-06 05:26:01
13837810,-31.5289,115.7429,107.7,2020-10-06 05:17:30
13842663,-23.3343,115.6251,131.2,2020-10-06 06:11:33
13843089,-32.3506,116.1585,187.8,2020-10-06 06:08:42
13843090,-32.352,116.1499,192.8,2020-10-06 06:08:42
13843121,-23.3343,115.6251,131.2,2020-10-06 06:11:33
13845509,-1.9674,111.2025,112.0,2020-10-06 06:17:14
13845761,-0.7556,113.3212,134.8,2020-10-06 06:17:14
13845825,-0.7641,110.4542,306.8,2020-10-06 06:17:14
13848448,-33.428,116.1,134.3,2020-10-06 06:58:09
13848453,-31.171,115.513,163.6,2020-10-06 06:58:47
13848904,-26.357,149.593,164.1,2020-10-06 14:40:39
13848912,-31.1696,115.5009,111.8,2020-10-06 06:58:30
13848915,-31.1658,115.5029,122.1,2020-10-06 06:58:30
13848916,-26.365,149.628,185.9,2020-10-06 14:40:39
13848918,-26.375,149.62,150.1,2020-10-06 14:40:39
13886524,-14.798,144.708,148.3,2020-10-06 00:57:39
13886526,-14.802,144.733,123.6,2020-10-06 00:57:39
13886528,-14.811,144.719,296.7,2020-10-06 00:57:39
13886529,-14.812,144.731,219.9,2020-10-06 00:57:39
13886534,-14.818,144.725,182.9,2020-10-06 00:57:39
13886570,-11.68,132.766,112.5,2020-10-06 00:57:19
13886571,-11.689,132.733,102.9,2020-10-06 00:57:19
13886712,-14.81,144.73,141.4,2020-10-06 00:52:34
13887155,-25.2402,149.6797,287.7,2020-10-06 02:48:09
13887158,-25.2306,149.6831,499.9,2020-10-06 02:48:09
13887159,-25.2315,149.6703,392.4,2020-10-06 02:48:09
13887333,-25.2367,149.6825,142.6,2020-10-06 02:48:09
13887334,-25.237,149.676,142.6,2020-10-06 02:48:09
13887338,-25.2342,149.6804,125.0,2020-10-06 02:48:09
13887340,-25.2338,149.6864,125.0,2020-10-06 02:48:09
13887342,-25.2275,149.6797,125.0,2020-10-06 02:48:09
13887343,-25.2271,149.6858,125.0,2020-10-06 02:48:09
13889929,-26.368,149.614,121.8,2020-10-06 13:07:54
13889930,-26.371,149.598,209.2,2020-10-06 13:07:54
13889931,-26.36,149.596,190.3,2020-10-06 13:07:54
13890006,-25.24,149.675,274.2,2020-10-06 03:43:20
13890013,-25.231,149.674,415.1,2020-10-06 03:43:20
13890028,-25.138,149.688,234.2,2020-10-06 03:43:21
13890120,-25.14,149.69,199.5,2020-10-06 03:41:42
13890132,-25.23,149.67,344.2,2020-10-06 03:41:42
13890137,-25.24,149.67,230.9,2020-10-06 03:41:42
13890138,-25.24,149.68,230.7,2020-10-06 03:41:42
13890789,-25.24,149.675,274.2,2020-10-06 03:43:19
13890796,-25.231,149.674,415.1,2020-10-06 03:43:19
13890811,-25.138,149.688,234.2,2020-10-06 03:43:21
13890843,-14.812,144.705,223.4,2020-10-06 03:46:18
13890979,-14.81,144.7,116.6,2020-10-06 03:38:31
13890980,-14.81,144.71,116.6,2020-10-06 03:38:31
13891022,-25.14,149.69,199.5,2020-10-06 03:38:31
13891807,-25.23,149.67,344.2,2020-10-06 03:38:31
13891825,-25.24,149.67,230.9,2020-10-06 03:38:31
13891826,-25.24,149.68,230.7,2020-10-06 03:38:31
13895011,-25.233,149.682,154.3,2020-10-06 03:37:56
13895012,-25.2341,149.6742,307.1,2020-10-06 03:37:56
13895014,-25.2263,149.6808,166.3,2020-10-06 03:37:56
13895015,-25.2274,149.6731,178.4,2020-10-06 03:37:56
13895108,-17.1368,145.2795,100.1,2020-10-06 03:40:46
13895608,-26.368,149.614,121.8,2020-10-06 13:07:55
13895609,-26.371,149.598,209.2,2020-10-06 13:07:55
